num_id,track_id,track_popularity,artist_popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_genres_concat,transformed_loudness
14096271,3vAn0qZzdyuHamcrpkfiX3,0,90,0.583,0.639,9,0.1691,0.11168,0.00052895,0.3522,0.5083,136.41,211030,melodic+rap,13.575770502444357
13277978,0by9UaVYUrKUz2TVAmK0Pg,10,69,0.784,0.438,11,0.104,0.7957,2.26e-06,0.3623,0.7413,131.938,163209,pop,12.355922681745142
8590017,2DQNYMRjisN3KAPj1bEwOI,9,90,0.692,0.447,4,0.0673,0.31776,8.3e-07,0.1555,0.2118,150.444,169476,pop_singer-songwriter+pop_uk+pop,13.407683966681361
9458639,7igeByaBM0MgGsgXtNxDJ7,14,71,0.73,0.691,2,0.0271,0.04347,0.00011722,0.1596,0.8493,122.415,142379,art+pop_art+rock_baroque+pop_new+wave+pop_permanent+wave_piano+rock_singer-songwriter,14.942895222455263
11917829,7lPN2DXiMsVn7XUKtOW1CS,21,82,0.778,0.663,5,0.0464,0.43218,2.733e-05,0.0438,0.6508,138.865,180862,pop,16.407227536663413
15822234,5PjdY0CKGZdEuoNab3yDmX,27,67,0.787,0.463,11,0.08,0.61755,0.00043582,0.0681,0.883,95.894,200081,pop,14.137109158094972
1375363,2FeBslNBMdR9V58uv6hd2t,7,91,0.64,0.634,5,0.0267,0.19942,0.00046923,0.0433,0.6917,85.577,208240,art+pop_pop,14.950522842817008
3724458,3vAn0qZzdyuHamcrpkfiX3,1,81,0.706,0.821,7,0.0292,0.00304,0.00025444,0.2512,0.6377,143.626,172545,bedroom+soul,15.134954791516066
5149928,0v1x6rN6JHRapa03JElljE,2,74,0.604,0.816,0,0.2325,0.00151,7.335e-05,0.1308,0.8431,126.345,175774,k-pop_k-pop+girl+group_pop,14.951665083412081
16196865,5TnQ453LtEy08EwrIUtB1e,0,76,0.73,0.477,10,0.1113,0.02417,0.00087656,0.1432,0.6682,102.624,158342,chicago+rap_hip+hop_rap,14.108732429798692
9540967,75MNhvTCCKsST3YqqUiU9r,1,93,0.762,0.86,7,0.0659,0.10936,0.00015904,0.4371,0.75,109.772,239560,k-pop_k-pop+boy+group_pop,13.85596708022058
16343862,3RfTeIrWS8LNrfHYwechtt,1,74,0.626,0.557,5,0.1187,0.77529,2.231e-05,0.1933,0.4354,125.075,211056,art+pop_metropopolis_nz+pop_pop,15.023456931579858
9089284,4POHzEwNTCYaIvqCUp3NnO,1,86,0.537,0.838,2,0.0913,0.01129,0.00020418,0.0862,0.5317,158.476,218033,bedroom+soul,17.06733972625807
6987627,5TnQ453LtEy08EwrIUtB1e,0,87,0.834,0.466,6,0.1086,0.70661,1.399e-05,0.0789,0.7148,96.11,240345,chicago+rap_hip+hop_rap,12.34339395351708
1083422,4LRPiXqCikLlN15c3yImP7,26,92,0.813,0.719,10,0.027,0.19244,2.272e-05,0.056,0.8072,103.558,189442,pop,17.306395383086056
14548127,4saklk6nie3yiGePpBwUoc,8,71,0.557,0.639,7,0.2768,0.60886,0.00020396,0.1079,0.7686,122.564,193514,r&b_rap_urban+contemporary,14.485385295003653
15977928,4POHzEwNTCYaIvqCUp3NnO,0,94,0.683,0.477,6,0.2693,0.35654,0.00017084,0.0518,0.7579,110.101,176980,boy+band_pop,12.820864573586732
8688969,1rDQ4oMwGJI7B4tovsBOxc,7,86,0.739,0.736,4,0.0759,0.34336,1.3e-07,0.0427,0.2818,145.518,183927,melodic+rap_slap+house,16.071947357151657
13957835,4LRPiXqCikLlN15c3yImP7,22,67,0.765,0.443,7,0.0337,0.36462,1.33e-06,0.0655,0.2154,133.839,197105,canadian+contemporary+r&b_canadian+pop_pop,14.445989179890603
9454834,0yLdNVWF3Srea0uzk55zFn,23,64,0.705,0.646,7,0.0451,0.55758,6.25e-05,0.2012,0.7821,163.144,166795,pop,16.935079738032073
1864243,3k79jB4aGmMDUQzEwa46Rz,27,94,0.623,0.757,9,0.0722,0.17334,3.9e-06,0.0718,0.4418,152.148,178237,pop,16.66268556052819
12549376,02kDW379Yfd5PzW5A6vuGt,16,76,0.669,0.445,6,0.0265,0.50022,0.00185653,0.0439,0.6222,139.334,212981,pop,14.122628074139357
1002662,0by9UaVYUrKUz2TVAmK0Pg,0,69,0.744,0.584,11,0.0322,0.66176,2.4e-07,0.4193,0.425,125.69,154394,conscious+hip+hop_hip+hop_rap_west+coast+rap,15.368899607565254
3699671,7igeByaBM0MgGsgXtNxDJ7,1,85,0.501,0.623,7,0.0391,0.02707,0.00017012,0.3955,0.2061,98.256,181319,chicago+rap_hip+hop_rap,14.080974555574358
11484316,7igeByaBM0MgGsgXtNxDJ7,6,93,0.748,0.84,7,0.0685,0.00184,0.0003273,0.1255,0.8913,143.326,183257,pop,17.096560678444803
7832063,2DQNYMRjisN3KAPj1bEwOI,5,69,0.757,0.72,8,0.108,0.17911,4.7e-07,0.2748,0.647,158.285,157261,r&b_rap_urban+contemporary,16.12418766086921
2724180,2xdwCJLfKCkat14mlgR26M,0,71,0.867,0.631,10,0.027,0.0846,3.689e-05,0.4377,0.8423,128.892,151158,dance+pop_pop,13.685938686598092
15198048,75MNhvTCCKsST3YqqUiU9r,4,66,0.734,0.457,9,0.0317,0.36219,0.00063949,0.2407,0.5183,78.459,164373,mambo+chileno_urbano+chileno_urbano+latino,13.139683376532048
9388005,2FeBslNBMdR9V58uv6hd2t,8,76,0.822,0.536,7,0.0313,0.01176,0.00018049,0.27,0.1633,116.791,172333,pop,14.797838674858212
5517520,3RfTeIrWS8LNrfHYwechtt,1,87,0.832,0.454,11,0.0497,0.12733,0.00051958,0.3903,0.4187,89.401,241356,art+pop_pop,11.485368392895907
16303272,3IB5qOeMayvpOdHxYCL5tZ,0,90,0.891,0.894,3,0.0544,0.03457,3.56e-06,0.1219,0.911,121.402,178564,art+pop_pop,17.77867903932929
4130801,3k79jB4aGmMDUQzEwa46Rz,18,73,0.81,0.611,9,0.1735,0.24257,3.2e-07,0.1139,0.5793,124.797,166758,ohio+hip+hop_pop+rap,15.004098943900317
11308914,5PjdY0CKGZdEuoNab3yDmX,27,91,0.832,0.463,11,0.0472,0.01714,0.00031614,0.0431,0.2414,110.509,204404,pop,14.08705571712926
11901949,27ycaQnQAxaPiyeg3nr2aB,2,70,0.705,0.608,11,0.04,0.77375,9.915e-05,0.1503,0.3524,145.695,150224,art+pop_pop,14.526426209136844
4465689,70rFIfYN7lU6iTgUIVP42w,1,79,0.658,0.48,5,0.0501,0.56641,0.00012183,0.0573,0.7796,75.051,226130,k-pop_k-pop+boy+group_pop,12.007835996802896
1552215,1Cv1YLb4q0RzL6pybtaMLo,25,69,0.683,0.624,6,0.0868,0.10007,1.744e-05,0.0558,0.627,146.906,165192,pop_singer-songwriter+pop_uk+pop,15.866875441279262
3557899,3KdoeNlEN0BoAKWzaRLNZa,3,69,0.627,0.793,1,0.0878,0.6164,2.89e-06,0.2409,0.6772,146.322,191883,art+pop_metropopolis_nz+pop_pop,15.69604513887316
9859076,3IB5qOeMayvpOdHxYCL5tZ,0,71,0.612,0.343,11,0.0947,0.86494,9.43e-06,0.1752,0.1675,90.92,208880,k-pop_k-pop+boy+group_pop,11.945547999814153
13477305,70rFIfYN7lU6iTgUIVP42w,1,91,0.566,0.734,5,0.2916,0.12307,2.4e-07,0.0462,0.6517,110.09,185887,k-pop_k-pop+boy+group_pop,16.342017048504204
14324429,3RfTeIrWS8LNrfHYwechtt,0,71,0.747,0.613,8,0.0417,0.04488,0.00051466,0.045,0.4817,129.704,149008,alt+z,15.736915986984968
15035258,5JqZ3oqF00jkT81foAFvqg,0,90,0.776,0.531,9,0.0661,0.17894,0.00025025,0.1136,0.4587,80.004,218926,chicago+rap_melodic+rap_rap,13.365787343587726
11167114,3k79jB4aGmMDUQzEwa46Rz,25,93,0.537,0.472,2,0.1727,0.76427,7.3e-07,0.0439,0.386,114.231,215138,r&b_rap_urban+contemporary,14.748552094679326
3170324,1Cv1YLb4q0RzL6pybtaMLo,14,83,0.635,0.587,10,0.0494,0.59896,0.0006142,0.0866,0.1545,139.855,257062,canadian+contemporary+r&b_canadian+pop_pop,13.744157250970602
8573544,07bsRv0pcpbG4zJeLsUs1p,17,93,0.602,0.765,3,0.0314,0.15592,7.143e-05,0.4071,0.3638,184.009,182812,pop+rap_trap,14.45407013548538
6249393,6PERP62TejQjgHu81OHxgM,22,90,0.581,0.526,6,0.0579,0.04504,0.00044454,0.1809,0.3868,167.449,207340,pop_singer-songwriter+pop_uk+pop,12.373856187332422
16742043,07bsRv0pcpbG4zJeLsUs1p,3,91,0.759,0.574,8,0.311,0.49714,0.00045702,0.0493,0.5138,128.221,219347,art+pop_metropopolis_nz+pop_pop,14.042353732511401
2178654,75MNhvTCCKsST3YqqUiU9r,11,90,0.675,0.501,4,0.0404,0.02699,2.939e-05,0.3994,0.4897,105.133,181761,pop+rap_trap,13.214198159985244
5499632,61KpQadow081I2AsbeLcsb,26,91,0.791,0.476,2,0.1016,0.37946,0.00026459,0.0425,0.4442,100.936,256707,pop,11.861693689133972
15343780,2DQNYMRjisN3KAPj1bEwOI,4,86,0.787,0.416,9,0.0772,0.54666,1.383e-05,0.0696,0.153,98.002,201996,boy+band_pop,12.563926480244845
8600585,6zJejIfVYLgjud3lTk4DLB,1,89,0.587,0.555,9,0.0693,0.44242,6.276e-05,0.0682,0.5455,96.985,205506,pop,15.093236091546714
12672557,5S9Zs5g9lTWnLIboN1pdlU,0,84,0.771,0.842,11,0.0439,0.0166,6.558e-05,0.0424,0.8321,121.183,164025,dance+pop_pop,17.97971400944516
6972456,2rRJrJEo19S2J82BDsQ3F7,11,86,0.669,0.555,1,0.0933,0.62407,0.00050493,0.2626,0.6467,133.182,205221,conscious+hip+hop_hip+hop_rap_west+coast+rap,11.241691354196519
1889464,70rFIfYN7lU6iTgUIVP42w,1,94,0.825,0.595,5,0.196,0.00781,0.00017088,0.2627,0.7459,84.421,190794,art+pop_metropopolis_nz+pop_pop,13.708863748703152
7249381,7lPN2DXiMsVn7XUKtOW1CS,24,77,0.636,0.819,11,0.0624,0.18827,0.00016466,0.2777,0.7849,149.232,265012,pop,16.46522678527981
8400996,6fRxMU4LWwyaSSowV441IU,24,93,0.629,0.665,7,0.0626,0.07814,0.00018187,0.0426,0.4677,101.253,251899,pop,16.821428418159485
9778286,75MNhvTCCKsST3YqqUiU9r,5,95,0.637,0.862,7,0.1604,0.00169,0.00064835,0.0712,0.8144,156.714,240512,conscious+hip+hop_hip+hop_rap_west+coast+rap,16.474040084984154
2784612,27ycaQnQAxaPiyeg3nr2aB,1,84,0.743,0.762,3,0.1803,0.20425,4.757e-05,0.0973,0.4493,170.764,190616,boy+band_pop,15.414444016292691
12869473,4saklk6nie3yiGePpBwUoc,8,75,0.711,0.406,10,0.167,0.66261,0.00063473,0.1666,0.145,156.711,214935,k-pop_k-pop+girl+group_pop,8.253499894868582
53520,0RbW8kWozrVSIGb4V13o0o,3,77,0.747,0.543,7,0.0386,0.15105,4.091e-05,0.2517,0.3534,99.655,216326,k-pop_k-pop+girl+group_pop,14.294029625598341
16533297,0by9UaVYUrKUz2TVAmK0Pg,1,90,0.441,0.73,1,0.0408,0.36683,0.00019327,0.1377,0.5454,112.145,243110,dance+pop_pop,14.23090643202886
13647294,5WxVXxCMRnvxUKFq40ELwq,3,95,0.84,0.536,7,0.055,0.01647,0.00023775,0.1018,0.898,80.97,211401,gauze+pop_indietronica_modern+rock_pov:+indie_shiver+pop,15.020000195596367
7725901,5qNh5WtzMbfpSj2jLlBkoD,17,89,0.653,0.334,3,0.1071,0.23857,0.0,0.2941,0.1547,179.881,164933,k-pop_k-pop+boy+group_pop,10.391689457930624
5437757,3k79jB4aGmMDUQzEwa46Rz,27,82,0.741,0.726,7,0.0698,0.00206,0.00014757,0.0426,0.4696,109.873,241861,pop,16.307534012943506
15220191,2xdwCJLfKCkat14mlgR26M,0,93,0.662,0.413,5,0.1421,0.18123,0.00104774,0.0601,0.1885,117.825,261960,art+pop_metropopolis_nz+pop_pop,8.841087941545993
4733940,5WxVXxCMRnvxUKFq40ELwq,1,83,0.819,0.538,5,0.1086,0.38239,8.53e-06,0.1349,0.4824,99.513,168544,ohio+hip+hop_pop+rap,16.125928574241698
13834617,75MNhvTCCKsST3YqqUiU9r,12,91,0.558,0.673,4,0.1237,0.03918,0.00086241,0.1608,0.7553,125.44,238647,pop,14.38148049172014
10875241,1yHVHoz6Ny29gbbWJYVnFt,3,82,0.615,0.401,3,0.1635,0.47315,0.0001546,0.118,0.423,154.165,184403,ohio+hip+hop_pop+rap,12.665051124989986
15305412,5JqZ3oqF00jkT81foAFvqg,2,87,0.651,0.486,4,0.0742,0.1468,0.00014092,0.1531,0.5112,121.496,204582,k-pop_k-pop+boy+group_pop,11.36802647029981
5206642,2DQNYMRjisN3KAPj1bEwOI,5,74,0.672,0.446,9,0.0589,0.67029,0.0001045,0.1031,0.2619,174.34,183019,k-pop_k-pop+girl+group_pop,10.502315151039511
789436,5PjdY0CKGZdEuoNab3yDmX,26,84,0.583,0.619,10,0.0944,0.87468,2.953e-05,0.0764,0.4903,175.12,218080,pop,14.73626572964713
11145683,27ycaQnQAxaPiyeg3nr2aB,6,91,0.732,0.675,9,0.0694,0.19513,4.221e-05,0.0819,0.4041,96.676,179527,k-pop_k-pop+girl+group_pop,14.99732224131003
9638190,6fRxMU4LWwyaSSowV441IU,12,74,0.563,0.508,6,0.1784,0.83583,2.63e-05,0.4404,0.3608,97.736,189367,art+pop_metropopolis_nz+pop_pop,11.828201679512858
2241633,6PQ88X9TkUIAUIZJHW2upE,8,95,0.745,0.885,0,0.031,0.01586,1.325e-05,0.0431,0.8446,85.662,199022,dance+pop_pop,18.01518902182579
16557845,0by9UaVYUrKUz2TVAmK0Pg,0,81,0.536,0.648,2,0.1192,0.6356,1e-07,0.4224,0.7189,158.366,144902,chicago+rap_hip+hop_rap,15.965172581840307
7587037,1BSMpVGWs3v5BZKnAQziAc,14,86,0.797,0.536,11,0.0279,0.59535,2.923e-05,0.0428,0.886,88.857,229466,pop,15.445724339224398
13845741,29d0nY7TzCoi22XBqDQkiP,8,90,0.494,0.613,6,0.1152,0.00372,0.00047096,0.272,0.4025,180.6,259413,art+pop_art+rock_baroque+pop_new+wave+pop_permanent+wave_piano+rock_singer-songwriter,12.294880831148475
13784022,3KdoeNlEN0BoAKWzaRLNZa,0,68,0.661,0.544,2,0.0723,0.69767,0.00040021,0.3309,0.8344,148.575,204197,alt+z,11.90791125735268
16659286,5qNh5WtzMbfpSj2jLlBkoD,12,93,0.842,0.628,10,0.1013,0.02169,9e-08,0.1014,0.8376,125.496,145107,r&b_rap_urban+contemporary,16.37638364592567
8314786,2b8fOow8UzyDFAE27YhOZM,24,82,0.567,0.466,5,0.0515,0.78008,1.413e-05,0.2755,0.1492,159.213,189129,pop,13.306504434440285
13634727,3IB5qOeMayvpOdHxYCL5tZ,0,89,0.708,0.773,2,0.154,0.44451,0.00035879,0.3361,0.451,141.137,275301,boy+band_pop,14.134895836468786
12263957,2i8f4VnnBjy0yDqH2C452a,3,95,0.726,0.69,9,0.056,0.02185,0.0,0.4142,0.1545,175.943,187450,deep+underground+hip+hop_kentucky+hip+hop_pop+rap_rap,15.753602719400078
6121744,2Wo6QQD1KMDWeFkkjLqwx5,26,83,0.685,0.497,6,0.0292,0.43057,2.5e-07,0.2554,0.8782,152.894,182341,pop,13.711185090243816
4518370,1BSMpVGWs3v5BZKnAQziAc,4,74,0.66,0.616,6,0.0451,0.20088,0.00052071,0.3625,0.357,106.981,179327,melodic+rap,14.306431958451867
4055653,5PjdY0CKGZdEuoNab3yDmX,23,90,0.663,0.526,2,0.0538,0.13874,2.5e-07,0.0891,0.5763,125.344,189843,pop,15.458689731545746
13307596,78Sw5GDo6AlGwTwanjXbGh,18,85,0.76,0.844,7,0.0633,0.00164,7.703e-05,0.142,0.8723,111.038,157775,art+pop_pop,17.192861946299672
13927234,6zJejIfVYLgjud3lTk4DLB,6,73,0.905,0.672,10,0.0276,0.18053,9.985e-05,0.2331,0.8838,96.588,138970,k-pop_k-pop+boy+group_pop,14.917439392767847
4659183,6zJejIfVYLgjud3lTk4DLB,1,90,0.548,0.856,1,0.1608,0.0036,0.0,0.4149,0.862,173.165,159508,k-pop_k-pop+boy+group_pop,16.948506555519998
3864585,2rRJrJEo19S2J82BDsQ3F7,2,94,0.43,0.576,5,0.0673,0.37984,4.13e-06,0.4008,0.1894,136.16,195945,gauze+pop_indietronica_modern+rock_pov:+indie_shiver+pop,14.330485534854233
14618097,2DQNYMRjisN3KAPj1bEwOI,3,94,0.527,0.517,7,0.0549,0.00762,0.00021596,0.3157,0.4178,84.753,191111,bedroom+soul,13.631338937673718
12494287,4LRPiXqCikLlN15c3yImP7,22,86,0.608,0.725,9,0.032,0.40799,0.00034863,0.0865,0.6701,134.06,244024,pop,15.162615620996803
16573761,1BSMpVGWs3v5BZKnAQziAc,7,67,0.625,0.746,10,0.0343,0.19233,5e-08,0.069,0.7301,130.061,163360,k-pop_k-pop+girl+group_pop,16.144437818787992
9403717,5S9Zs5g9lTWnLIboN1pdlU,1,85,0.753,0.43,3,0.0783,0.73711,7.12e-06,0.0425,0.2866,98.444,225702,pop+rap_trap,14.211509269662201
9472420,29d0nY7TzCoi22XBqDQkiP,3,93,0.76,0.687,7,0.034,0.003,5.842e-05,0.0424,0.3467,80.741,248713,pop,15.767435483634472
14739733,6o3QUC5oAE4g6WxRIFcZtb,2,78,0.56,0.805,7,0.0679,0.05118,2.553e-05,0.2703,0.7509,160.593,200523,pop_singer-songwriter+pop_uk+pop,14.443691608030349
7040021,4saklk6nie3yiGePpBwUoc,18,92,0.578,0.793,2,0.1088,0.03208,3.374e-05,0.3185,0.8057,164.485,207659,pop,16.48166863899678
883996,61KpQadow081I2AsbeLcsb,15,79,0.815,0.506,4,0.0904,0.33687,3.46e-06,0.0485,0.6907,157.221,146298,boy+band_pop,14.78647630661726
3401185,27ycaQnQAxaPiyeg3nr2aB,6,92,0.705,0.891,11,0.116,0.00191,9.874e-05,0.0596,0.5641,137.464,223103,pop,16.80353251239285
4355463,0LThjFY2iTtNdd4wviwVV2,4,78,0.657,0.404,9,0.0639,0.20503,0.00016281,0.3835,0.1531,133.486,225528,k-pop_k-pop+boy+group_pop,8.346946328878403
13828363,3k79jB4aGmMDUQzEwa46Rz,19,72,0.752,0.531,10,0.0847,0.2214,0.00034271,0.2427,0.2123,85.123,223794,hip+hop_rap,12.404222219716758
14401614,5WxVXxCMRnvxUKFq40ELwq,0,95,0.721,0.514,8,0.0908,0.13081,1.997e-05,0.1372,0.7543,167.538,197467,pop,14.471934545319527
8856745,2xdwCJLfKCkat14mlgR26M,0,66,0.894,0.609,0,0.0318,0.14459,3.398e-05,0.043,0.8737,77.62,184791,pop_singer-songwriter+pop_uk+pop,15.695359196513891
15639250,5JqZ3oqF00jkT81foAFvqg,2,93,0.603,0.62,2,0.1869,0.31412,3.267e-05,0.0538,0.7619,115.974,208380,chicago+rap_hip+hop_rap,14.346512441523373
11649752,2xdwCJLfKCkat14mlgR26M,0,95,0.654,0.879,8,0.0686,0.00259,4.236e-05,0.4136,0.3186,101.011,227518,pop,16.96650486299768
8024511,1rDQ4oMwGJI7B4tovsBOxc,2,73,0.493,0.574,4,0.2082,0.77955,1.783e-05,0.1125,0.6407,141.487,194495,k-pop_k-pop+boy+group_pop,14.54721662029624
1986808,27ycaQnQAxaPiyeg3nr2aB,8,91,0.689,0.589,9,0.1071,0.0219,0.00049587,0.1697,0.5452,92.069,248960,r&b_rap_urban+contemporary,13.469051674939692
6712970,6fRxMU4LWwyaSSowV441IU,22,68,0.61,0.692,9,0.1373,0.68266,0.0003505,0.0943,0.1781,173.764,196522,mambo+chileno_urbano+chileno_urbano+latino,13.69983851769939
7981200,0sf12qNH5qcw8qpgymFOqD,21,75,0.618,0.56,9,0.0707,0.20707,0.00010579,0.4056,0.7691,163.973,205713,pop+rap_trap,13.625333591364324
8933558,02MWAaffLxlfxAUY7c5dvx,6,90,0.689,0.754,6,0.1005,0.08132,0.00104083,0.0451,0.4367,143.254,220167,k-pop_k-pop+boy+group_pop,15.42722710641101
3518286,3KdoeNlEN0BoAKWzaRLNZa,0,88,0.561,0.597,5,0.0585,0.30613,2.23e-06,0.1303,0.8185,164.312,154619,bedroom+pop,15.997668327298015
286252,3IB5qOeMayvpOdHxYCL5tZ,0,84,0.538,0.885,7,0.0514,0.05008,1.639e-05,0.2684,0.7728,150.45,202337,mambo+chileno_urbano+chileno_urbano+latino,17.610607869457453
1443607,5JqZ3oqF00jkT81foAFvqg,6,95,0.459,0.497,1,0.11,0.02373,1.6e-06,0.2764,0.3748,165.736,228037,canadian+contemporary+r&b_canadian+pop_pop,14.198769349604845
2585771,3tjFYV6RSFtuktYl3ZtYcq,15,87,0.578,0.534,1,0.0735,0.52838,1.171e-05,0.1741,0.6954,142.887,252126,r&b_rap_urban+contemporary,13.014735639560968
5581394,5WxVXxCMRnvxUKFq40ELwq,1,85,0.68,0.717,7,0.2901,0.14676,2.29e-06,0.1078,0.2901,175.228,200584,chicago+rap_hip+hop_rap,15.458119050599635
7771960,5JqZ3oqF00jkT81foAFvqg,2,79,0.665,0.559,11,0.0957,0.43124,0.00031489,0.2857,0.2521,88.142,182678,pop_viral+pop,13.321341395843774
13682408,4POHzEwNTCYaIvqCUp3NnO,0,68,0.582,0.41,5,0.1066,0.72177,5.18e-06,0.3716,0.5556,123.145,167723,k-pop_k-pop+boy+group_pop,13.192937999498099
13425626,5qNh5WtzMbfpSj2jLlBkoD,2,76,0.822,0.736,5,0.1588,0.01684,1.49e-05,0.3037,0.8854,94.184,138970,ohio+hip+hop_pop+rap,17.013717725872993
13479570,6PQ88X9TkUIAUIZJHW2upE,5,74,0.838,0.831,11,0.0393,0.14743,5.14e-06,0.1739,0.8236,154.307,150411,pop+rap_trap,17.648566510993987
2128528,5JqZ3oqF00jkT81foAFvqg,3,94,0.774,0.741,10,0.1279,0.0479,6.543e-05,0.0425,0.39,98.394,189118,melodic+rap_slap+house,17.03844450926408
448754,4POHzEwNTCYaIvqCUp3NnO,0,66,0.798,0.604,9,0.0691,0.06549,0.00042256,0.4362,0.5444,91.98,165061,chicago+rap_melodic+rap_rap,13.702375519555062
15565505,7MAibcTli4IisCtbHKrGMh,25,95,0.467,0.665,8,0.0314,0.03706,1.066e-05,0.3919,0.17,155.969,197477,dance+pop_pop,14.813539998605847
3104570,6fRxMU4LWwyaSSowV441IU,28,68,0.528,0.62,9,0.0375,0.3565,2.41e-06,0.2994,0.8954,177.509,145425,pop,16.247135687153786
13514195,2DQNYMRjisN3KAPj1bEwOI,1,80,0.768,0.353,5,0.0559,0.7668,5.716e-05,0.0672,0.352,95.409,225365,dance+pop_pop,11.682406479958445
10840437,2FeBslNBMdR9V58uv6hd2t,1,77,0.79,0.612,11,0.1378,0.00778,0.00096147,0.1848,0.7293,129.032,209268,hip+hop_rap,12.462455896195024
9398342,4POHzEwNTCYaIvqCUp3NnO,0,89,0.818,0.507,3,0.1015,0.3515,5.876e-05,0.0531,0.6155,76.276,191481,art+pop_metropopolis_nz+pop_pop,14.604931498877704
14330750,02MWAaffLxlfxAUY7c5dvx,8,80,0.539,0.637,9,0.099,0.1192,5.933e-05,0.3829,0.2019,159.322,197399,k-pop_k-pop+boy+group_pop,13.962707011029124
4773844,3vAn0qZzdyuHamcrpkfiX3,1,84,0.884,0.8,1,0.1044,0.01971,0.00024178,0.0827,0.9101,87.208,168645,k-pop_k-pop+boy+group_pop,16.755802853498608
6157190,02kDW379Yfd5PzW5A6vuGt,3,92,0.609,0.651,9,0.0712,0.3284,2.203e-05,0.1457,0.7299,125.571,170593,melodic+rap,15.751353319268674
